MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,Age,BikeBuyer
M,F,62012,2,0,Bachelors,Skilled Manual,0,2,37,1
M,F,55128,1,0,Partial College,Skilled Manual,1,2,43,1
M,F,77135,2,0,Partial College,Clerical,1,2,46,1
S,F,85250,0,0,Partial College,Clerical,0,2,29,1
S,F,57294,0,0,High School,Skilled Manual,0,2,28,1
M,M,60099,2,2,High School,Skilled Manual,1,1,43,1
S,M,55316,0,0,Partial High School,Skilled Manual,0,1,25,1
M,M,86291,0,0,Partial College,Clerical,0,0,29,1
S,M,81784,0,0,High School,Clerical,0,2,32,1
M,F,110801,2,1,Partial College,Management,1,2,42,1
S,M,136498,0,0,Bachelors,Professional,1,2,42,1
M,M,51566,1,0,Partial College,Skilled Manual,1,1,49,1
M,M,131875,2,0,Bachelors,Professional,1,2,35,1
M,F,59221,2,0,Partial College,Skilled Manual,1,0,43,1
M,F,107252,0,0,Bachelors,Management,1,3,30,1
M,M,57883,2,0,Bachelors,Skilled Manual,1,2,59,1
S,F,77014,0,0,Partial College,Clerical,0,0,36,1
M,F,136001,0,0,Graduate Degree,Professional,1,3,38,1
S,F,59965,0,0,Partial College,Skilled Manual,0,0,30,1
M,F,25605,1,0,Partial High School,Manual,1,1,52,1
S,F,58736,0,0,High School,Skilled Manual,1,0,53,1
M,M,26373,1,0,Graduate Degree,Manual,0,0,36,1
S,F,25681,1,0,Partial College,Manual,1,0,58,1
M,M,82341,2,1,High School,Clerical,1,2,55,1
S,F,55465,1,0,Bachelors,Skilled Manual,1,0,63,1
M,F,107628,2,2,Bachelors,Management,1,3,40,1
S,M,32858,1,0,Partial High School,Manual,1,1,60,1
M,F,34256,2,1,High School,Manual,1,0,50,1
S,M,84282,0,0,High School,Clerical,0,1,36,1
S,F,30987,0,0,Partial College,Manual,1,1,57,1
M,F,51005,2,0,Bachelors,Skilled Manual,1,1,47,1
S,F,112718,0,0,Bachelors,Management,0,0,26,1
S,F,108823,0,0,Bachelors,Management,0,1,37,1
M,F,58048,0,0,Bachelors,Skilled Manual,0,1,29,1
S,F,131868,0,0,Bachelors,Professional,1,0,41,1
S,M,60904,0,0,Graduate Degree,Skilled Manual,0,0,34,1
M,M,132803,0,0,Bachelors,Professional,1,2,34,1
M,F,134507,3,0,Bachelors,Professional,1,3,72,1
M,M,52726,1,1,Graduate Degree,Skilled Manual,1,2,38,1
M,M,106018,0,0,Bachelors,Management,1,2,40,1
M,F,57833,2,1,High School,Skilled Manual,1,2,53,1
M,M,106608,2,1,Bachelors,Management,1,2,59,1
S,F,80297,0,0,Graduate Degree,Clerical,1,2,52,1
M,F,128309,2,1,Graduate Degree,Professional,1,3,40,1
M,F,132342,2,1,Bachelors,Professional,1,2,58,1
S,M,30111,0,0,Graduate Degree,Manual,0,0,44,1
S,F,109009,0,0,Graduate Degree,Management,1,2,43,1
M,M,131346,0,0,Graduate Degree,Professional,1,2,34,1
S,M,110510,0,0,Bachelors,Management,0,1,36,1
M,M,62081,2,2,Bachelors,Skilled Manual,1,0,46,1
M,F,27359,2,1,Partial High School,Manual,1,0,53,1
M,M,135728,2,1,Graduate Degree,Professional,1,0,39,1
S,F,31586,1,0,Bachelors,Manual,1,1,61,1
S,M,131444,0,0,Graduate Degree,Professional,1,2,47,1
M,M,54324,2,1,High School,Skilled Manual,1,0,59,1
M,M,57728,2,1,Partial College,Skilled Manual,1,1,58,1
S,M,86087,1,1,Bachelors,Clerical,1,3,60,1
S,F,36469,1,1,Bachelors,Manual,1,1,60,1
M,M,62073,1,0,Graduate Degree,Skilled Manual,0,2,34,1
M,F,77924,2,2,High School,Clerical,1,0,58,1
M,M,110610,2,0,Partial College,Management,1,1,47,1
S,F,57383,0,0,High School,Skilled Manual,0,2,29,1
S,M,109901,0,0,Partial College,Management,0,3,26,1
S,M,86454,1,0,Partial College,Clerical,1,3,62,1
M,M,83990,2,0,Partial College,Clerical,1,3,58,1
M,M,129942,2,0,Graduate Degree,Professional,1,3,44,1
S,M,77172,0,0,Graduate Degree,Clerical,0,2,41,1
M,F,58707,2,0,High School,Skilled Manual,1,1,53,1
M,M,28043,0,0,High School,Manual,0,0,26,1
M,M,84848,2,0,Partial College,Clerical,1,1,55,1
S,F,52153,0,0,Graduate Degree,Skilled Manual,0,2,32,1
S,M,110189,0,0,Partial College,Management,0,1,29,1
M,F,31106,2,1,Partial College,Manual,1,1,44,1
S,F,59806,0,0,High School,Skilled Manual,0,0,26,1
M,F,87410,2,1,Partial College,Clerical,1,2,54,1
S,M,111507,0,0,Partial College,Management,1,1,53,1
S,F,128069,0,0,Graduate Degree,Professional,1,3,34,1
M,F,76765,2,2,Bachelors,Clerical,1,1,46,1
M,F,25614,2,0,High School,Manual,1,0,50,1
M,M,34052,2,1,Partial High School,Manual,1,1,51,1
S,M,88226,0,0,Graduate Degree,Clerical,1,1,45,1
S,F,32830,0,0,Partial College,Manual,0,1,28,1
M,F,33828,2,1,Partial College,Manual,0,0,42,1
M,F,85783,2,0,High School,Clerical,1,0,60,1
S,M,132351,1,1,Graduate Degree,Professional,1,2,72,1
M,F,85504,1,0,Graduate Degree,Clerical,1,1,34,1
M,F,102354,2,2,Partial College,Management,1,3,56,1
M,F,82494,2,1,Partial College,Clerical,1,1,52,1
M,F,35885,2,1,High School,Manual,1,0,60,1
M,F,29049,1,0,Partial College,Manual,1,1,43,1
M,F,127993,3,0,Bachelors,Professional,1,2,63,1
M,F,53956,1,1,Partial High School,Skilled Manual,0,1,33,1
M,F,54977,2,2,High School,Skilled Manual,1,2,59,1
S,M,104478,0,0,Partial College,Management,0,3,35,1
S,M,28238,0,0,Partial College,Manual,0,1,44,1
M,M,26885,1,1,Bachelors,Manual,0,1,35,1
M,F,29134,1,1,Partial High School,Manual,1,0,51,1
M,M,32513,2,0,Graduate Degree,Manual,1,1,69,1
M,F,35699,2,1,High School,Manual,1,1,44,1
M,F,60148,0,0,High School,Skilled Manual,0,1,25,1
S,M,53370,0,0,High School,Skilled Manual,1,1,51,1
M,M,132340,3,0,Graduate Degree,Professional,1,2,67,1
S,F,111254,1,0,Bachelors,Management,1,1,63,1
M,M,60452,2,1,Bachelors,Skilled Manual,1,2,62,1
S,M,60855,0,0,Bachelors,Skilled Manual,0,0,37,1
M,F,55892,2,2,Partial College,Skilled Manual,1,2,55,1
M,M,28089,1,1,High School,Manual,0,1,39,1
M,M,53947,2,1,Graduate Degree,Skilled Manual,0,2,36,1
M,M,30373,2,0,Partial College,Manual,1,1,42,1
S,F,87019,0,0,Partial College,Clerical,0,0,32,1
M,M,79271,2,0,Bachelors,Clerical,1,3,62,1
M,M,58060,2,1,Partial College,Skilled Manual,1,0,56,1
M,F,54933,2,0,Partial High School,Skilled Manual,1,1,58,1
M,F,56146,2,0,High School,Skilled Manual,1,1,45,1
M,M,108544,1,0,Partial College,Management,1,1,44,1
M,F,136583,2,0,Bachelors,Professional,1,2,42,1
S,F,25979,0,0,High School,Manual,0,1,29,1
S,M,78768,1,1,Graduate Degree,Clerical,1,3,64,1
M,F,52621,1,1,Bachelors,Skilled Manual,1,1,39,1
M,F,29238,2,0,High School,Manual,1,0,47,1
S,F,60704,0,0,High School,Skilled Manual,0,2,30,1
S,M,108304,0,0,Bachelors,Management,1,1,41,1
S,F,106065,0,0,Bachelors,Management,1,0,41,1
M,F,57247,2,0,Partial High School,Skilled Manual,1,2,50,1
M,M,112319,2,1,Partial College,Management,1,1,70,1
S,M,86709,0,0,Bachelors,Clerical,0,3,36,1
M,M,60532,1,1,Bachelors,Skilled Manual,1,2,46,1
M,F,62046,2,0,Partial College,Skilled Manual,1,2,44,1
M,F,30322,2,1,Bachelors,Manual,1,1,65,1
M,M,56640,2,1,Partial College,Skilled Manual,1,1,42,1
S,M,132537,0,0,Graduate Degree,Professional,1,2,39,1
S,M,111554,0,0,Graduate Degree,Management,0,2,34,1
M,F,83651,2,0,High School,Clerical,1,1,44,1
S,F,30119,0,0,Partial High School,Manual,1,1,57,1
S,F,36230,0,0,Partial College,Manual,0,0,26,1
M,M,55504,2,0,High School,Skilled Manual,1,1,61,1
M,F,36323,1,0,Bachelors,Manual,0,1,40,1
M,M,107769,0,0,Bachelors,Management,1,2,38,1
S,F,55132,0,0,Bachelors,Skilled Manual,1,2,57,1
S,M,60271,0,0,Graduate Degree,Skilled Manual,0,0,34,1
M,F,78491,2,1,Partial College,Clerical,1,3,53,1
M,F,109815,0,0,Graduate Degree,Management,1,3,34,1
S,M,27482,0,0,Bachelors,Manual,0,0,42,1
M,M,57321,2,1,High School,Skilled Manual,1,0,45,1
M,M,29157,1,0,High School,Manual,1,1,51,1
M,F,80236,2,1,Partial College,Clerical,1,1,66,1
M,F,54274,1,1,Bachelors,Skilled Manual,0,1,37,1
S,M,112858,1,0,Bachelors,Management,1,3,58,1
S,M,52198,0,0,Partial College,Skilled Manual,0,1,32,1
S,F,52108,0,0,Partial College,Skilled Manual,0,0,31,1
S,M,62192,0,0,Partial High School,Skilled Manual,0,1,27,1
M,M,60907,2,1,Partial College,Skilled Manual,1,1,44,1
M,M,131469,0,0,Graduate Degree,Professional,1,2,35,1
S,M,53958,0,0,Bachelors,Skilled Manual,0,1,41,1
S,F,53447,0,0,Bachelors,Skilled Manual,0,0,37,1
M,F,58389,1,1,Graduate Degree,Skilled Manual,0,1,36,1
S,F,107998,0,0,Graduate Degree,Management,0,0,35,1
M,M,79664,1,0,Bachelors,Clerical,1,3,44,1
S,F,130548,0,0,Bachelors,Professional,1,2,46,1
M,F,57051,2,1,Bachelors,Skilled Manual,1,1,69,1
S,F,101869,0,0,Partial College,Management,1,1,47,1
M,M,78193,2,1,Partial College,Clerical,1,2,43,1
S,M,58799,1,0,High School,Skilled Manual,1,1,73,1
S,F,54888,0,0,Partial High School,Skilled Manual,0,0,33,1
S,M,112501,0,0,Graduate Degree,Management,1,2,44,1
M,F,81830,2,0,Graduate Degree,Clerical,1,2,33,1
S,F,28401,0,0,Partial High School,Manual,0,0,41,1
M,F,104729,0,0,Partial College,Management,0,2,27,1
M,F,59202,2,1,High School,Skilled Manual,1,2,54,1
M,F,138146,2,0,Graduate Degree,Professional,1,3,43,1
M,M,78873,2,1,Partial College,Clerical,1,3,53,1
S,M,61143,0,0,High School,Skilled Manual,0,0,27,1
S,F,53742,0,0,Partial College,Skilled Manual,1,0,53,1
M,F,105527,2,1,Graduate Degree,Management,1,0,64,1
M,M,36817,2,1,Partial College,Manual,1,1,61,1
M,M,56252,2,2,High School,Skilled Manual,1,1,44,1
M,F,30093,2,1,Partial High School,Manual,1,0,57,1
S,M,61204,1,0,Graduate Degree,Skilled Manual,1,2,66,1
M,F,61174,2,1,Partial College,Skilled Manual,1,1,48,1
M,M,80911,1,1,Graduate Degree,Clerical,1,2,36,1
S,F,128695,0,0,Graduate Degree,Professional,1,3,46,1
M,M,112455,2,2,Partial College,Management,1,1,54,1
M,M,81146,2,1,Bachelors,Clerical,1,2,39,1
M,M,52450,2,1,Partial High School,Skilled Manual,1,2,58,1
S,F,61140,0,0,Graduate Degree,Skilled Manual,0,1,46,1
M,M,34606,1,1,Graduate Degree,Manual,1,0,47,1
M,M,107953,2,1,Partial College,Management,1,3,43,1
S,M,55107,1,0,Bachelors,Skilled Manual,1,2,62,1
M,F,57242,2,1,Partial High School,Skilled Manual,1,1,51,1
M,F,55233,2,1,Partial College,Skilled Manual,1,1,61,1
S,M,105650,0,0,Bachelors,Management,1,3,38,1
M,M,27997,2,0,Partial High School,Manual,0,1,35,1
S,F,55060,0,0,Partial High School,Skilled Manual,0,0,30,1
M,M,59193,1,1,Bachelors,Skilled Manual,1,0,40,1
S,F,81833,0,0,Bachelors,Clerical,1,2,43,1
S,F,79300,0,0,Partial College,Clerical,0,3,30,1
M,M,109846,2,0,Graduate Degree,Management,1,3,32,1
S,F,35891,0,0,High School,Manual,0,1,29,1
S,M,28998,0,0,Partial College,Manual,0,1,50,1
S,M,136107,0,0,Graduate Degree,Professional,1,2,33,1
M,F,55686,1,1,Bachelors,Skilled Manual,1,1,51,1
M,F,57315,1,0,Bachelors,Skilled Manual,0,2,32,1
S,F,82324,0,0,Bachelors,Clerical,0,2,30,1
S,F,83218,0,0,Partial College,Clerical,0,2,26,1
M,F,135576,0,0,Graduate Degree,Professional,1,2,39,1
M,F,78294,2,0,Bachelors,Clerical,1,0,45,1
M,M,84579,1,0,Bachelors,Clerical,1,1,41,1
S,F,79523,0,0,Partial College,Clerical,1,2,51,1
S,F,86231,1,1,Partial College,Clerical,1,0,59,1
S,M,108068,0,0,Partial College,Management,0,3,34,1
M,M,103378,2,1,Graduate Degree,Management,1,3,62,1
M,F,30006,2,1,Graduate Degree,Manual,1,1,65,1
M,F,34555,2,1,Bachelors,Manual,1,0,61,1
S,F,33943,0,0,Partial College,Manual,0,1,39,1
M,M,129366,0,0,Graduate Degree,Professional,1,2,32,1
M,M,51753,2,2,Graduate Degree,Skilled Manual,0,0,34,1
S,M,135380,0,0,Graduate Degree,Professional,1,2,36,1
M,F,25975,2,1,Bachelors,Manual,1,0,44,1
S,M,108950,0,0,Partial College,Management,1,2,37,1
M,M,86872,2,1,Partial College,Clerical,1,2,53,1
M,M,88036,2,0,Graduate Degree,Clerical,1,1,42,1
M,M,132719,2,0,Graduate Degree,Professional,1,2,39,1
M,M,86576,1,0,Bachelors,Clerical,1,3,37,1
M,M,59349,1,0,High School,Skilled Manual,0,1,34,1
M,M,53142,3,0,Graduate Degree,Skilled Manual,1,2,72,1
S,F,76300,0,0,Partial College,Clerical,1,1,50,1
M,M,61952,0,0,Partial College,Skilled Manual,0,1,31,1
M,M,53724,0,0,High School,Skilled Manual,0,2,32,1
M,M,59388,2,0,Partial College,Skilled Manual,1,1,50,1
S,F,53901,0,0,Bachelors,Skilled Manual,0,1,34,1
M,F,29678,2,1,Bachelors,Manual,1,0,61,1
M,F,110303,2,0,Bachelors,Management,1,2,35,1
M,F,81663,1,1,Graduate Degree,Clerical,1,3,36,1
S,M,26109,0,0,Partial College,Manual,0,1,28,1
M,M,77558,1,0,Bachelors,Clerical,1,2,40,1
S,F,62072,0,0,Partial College,Skilled Manual,0,2,44,1
M,M,84524,1,0,Bachelors,Clerical,1,1,41,1
M,F,81322,2,1,Graduate Degree,Clerical,1,1,43,1
S,F,51406,0,0,High School,Skilled Manual,0,1,41,1
M,M,135905,2,1,Graduate Degree,Professional,1,3,44,1
S,M,31308,0,0,Partial High School,Manual,0,1,38,1
S,F,56780,0,0,High School,Skilled Manual,1,2,50,1
M,M,87335,1,0,High School,Clerical,1,3,34,1
M,M,80721,1,1,Bachelors,Clerical,1,1,41,1
M,M,85235,1,0,Partial College,Clerical,1,1,43,1
S,M,78875,0,0,Partial College,Clerical,0,3,32,1
M,F,30474,2,1,Bachelors,Manual,0,1,37,1
S,M,36648,0,0,Partial High School,Manual,0,1,33,1
S,M,61412,0,0,High School,Skilled Manual,1,1,55,1
M,F,31689,1,0,Bachelors,Manual,0,1,37,1
M,F,78178,2,1,Bachelors,Clerical,1,3,47,1
S,F,61480,0,0,Partial College,Skilled Manual,0,2,31,1
S,F,81858,0,0,Partial College,Clerical,1,2,48,1
S,M,86191,0,0,Graduate Degree,Clerical,0,1,33,1
M,M,30199,2,0,Partial High School,Manual,1,1,51,1
S,M,51648,0,0,Bachelors,Skilled Manual,0,2,42,1
M,F,78916,2,1,High School,Clerical,1,1,53,1
S,F,85277,0,0,High School,Clerical,1,3,49,1
M,M,110828,2,1,Partial College,Management,1,2,41,1
M,M,104047,2,2,Bachelors,Management,1,3,41,1
S,F,25829,0,0,Bachelors,Manual,0,0,38,1
M,M,56254,1,1,High School,Skilled Manual,1,0,50,1
S,F,127579,0,0,Graduate Degree,Professional,1,2,36,1
S,M,26502,0,0,Partial College,Manual,0,1,51,1
S,F,35874,0,0,Partial High School,Manual,0,0,42,1
M,F,83995,1,0,Partial College,Clerical,1,2,44,1
S,F,102567,1,0,Graduate Degree,Management,1,2,66,1
S,M,78786,0,0,High School,Clerical,1,1,46,1
M,M,60802,2,1,High School,Skilled Manual,0,2,35,1
S,M,129799,0,0,Graduate Degree,Professional,1,0,35,1
S,F,54977,0,0,High School,Skilled Manual,0,1,41,1
M,M,26766,1,0,Bachelors,Manual,0,1,35,1
S,F,60478,0,0,High School,Skilled Manual,0,1,29,1
S,F,80349,0,0,Partial College,Clerical,0,2,38,1
S,M,80140,0,0,High School,Clerical,0,2,25,1
S,F,27313,0,0,Partial High School,Manual,0,1,31,1
M,F,84831,1,0,Partial College,Clerical,1,2,47,1
M,M,84686,2,1,High School,Clerical,1,0,33,1
S,M,57601,0,0,Partial College,Skilled Manual,0,1,44,1
M,F,112223,1,0,Graduate Degree,Management,1,1,35,1
S,F,132517,0,0,Bachelors,Professional,1,2,40,1
S,F,128837,0,0,Graduate Degree,Professional,1,1,35,1
M,F,61751,2,1,Bachelors,Skilled Manual,1,1,59,1
M,F,54474,2,0,Bachelors,Skilled Manual,1,1,43,1
M,F,103088,2,2,Bachelors,Management,1,3,52,1
S,M,32095,0,0,Bachelors,Manual,0,1,39,1
M,F,130789,0,0,Graduate Degree,Professional,1,2,35,1
M,M,55379,2,1,Partial College,Skilled Manual,1,1,47,1
M,F,130169,2,0,Graduate Degree,Professional,1,2,44,1
M,M,30459,2,0,Partial High School,Manual,0,0,33,1
M,F,110236,2,0,Bachelors,Management,1,1,37,1
M,M,79214,2,1,Partial College,Clerical,1,3,46,1
M,F,25589,0,0,Partial College,Manual,0,1,26,1
S,F,79810,0,0,Partial College,Clerical,0,1,31,1
S,F,112264,1,0,Bachelors,Management,1,1,60,1
M,F,103372,2,2,Bachelors,Management,1,2,39,1
S,M,59692,1,0,Bachelors,Skilled Manual,1,2,58,1
S,F,104280,1,1,Bachelors,Management,1,2,58,1
M,M,112038,0,0,Bachelors,Management,1,2,41,1
M,M,55470,2,0,High School,Skilled Manual,1,2,61,1
S,F,81321,0,0,Partial College,Clerical,0,0,24,1
S,F,82847,0,0,Partial College,Clerical,0,1,29,1
S,F,55651,0,0,High School,Skilled Manual,0,1,29,1
S,M,60915,0,0,High School,Skilled Manual,0,0,41,1
M,F,84349,2,0,Bachelors,Clerical,1,1,56,1
M,F,108537,2,1,Graduate Degree,Management,1,1,71,1
M,M,77139,2,0,Bachelors,Clerical,1,1,63,1
M,M,59810,2,1,Partial College,Skilled Manual,1,2,52,1
M,F,80683,1,1,Graduate Degree,Clerical,1,0,40,1
M,F,83572,2,2,High School,Clerical,1,3,58,1
S,M,107707,0,0,Partial College,Management,0,3,25,1
M,F,53787,2,0,Graduate Degree,Skilled Manual,1,1,39,1
M,M,55132,2,1,High School,Skilled Manual,1,2,53,1
S,F,105928,0,0,Bachelors,Management,1,2,41,1
M,M,59228,1,0,High School,Skilled Manual,1,2,49,1
M,M,52390,1,1,Partial High School,Skilled Manual,0,1,34,1
S,M,54135,0,0,High School,Skilled Manual,0,0,25,1
S,F,50933,0,0,Partial College,Skilled Manual,1,0,54,1
M,F,106590,2,0,Bachelors,Management,1,2,62,1
S,M,106218,0,0,Bachelors,Management,1,1,38,1
M,F,106224,2,1,Graduate Degree,Management,1,1,37,1
M,M,62092,0,0,Partial High School,Skilled Manual,0,2,32,1
S,M,59809,0,0,Bachelors,Skilled Manual,0,0,40,1
M,M,128449,2,1,Bachelors,Professional,1,1,45,1
M,F,53437,1,1,Bachelors,Skilled Manual,1,1,46,1
S,M,105049,0,0,Bachelors,Management,0,1,35,1
M,F,79968,2,1,High School,Clerical,1,2,57,1
M,F,131189,2,2,Bachelors,Professional,1,2,63,1
S,F,33219,0,0,Bachelors,Manual,0,0,40,1
S,M,32057,0,0,Partial College,Manual,0,1,35,1
S,F,82923,0,0,Graduate Degree,Clerical,0,1,34,1
M,M,77050,2,1,High School,Clerical,1,2,61,1
M,M,35218,0,0,Graduate Degree,Manual,0,0,32,1
S,M,52793,0,0,Partial College,Skilled Manual,1,2,51,1
M,F,53324,0,0,Graduate Degree,Skilled Manual,0,1,31,1
S,F,27563,0,0,Partial High School,Manual,0,0,32,1
M,M,112670,2,2,Partial College,Management,1,3,56,1
S,M,80610,0,0,High School,Clerical,1,1,51,1
S,M,27906,0,0,High School,Manual,0,1,44,1
M,M,113429,2,0,Bachelors,Management,1,3,58,1
S,F,36157,0,0,Partial High School,Manual,0,1,50,1
S,F,76341,0,0,Partial College,Clerical,1,2,44,1
M,M,57393,2,1,High School,Skilled Manual,1,2,51,1
S,F,61872,0,0,Partial High School,Skilled Manual,0,0,33,1
S,F,84049,0,0,Bachelors,Clerical,0,1,41,1
S,M,87933,0,0,Partial College,Clerical,1,3,52,1
M,F,56715,2,0,Bachelors,Skilled Manual,1,1,82,1
M,F,83531,1,0,Bachelors,Clerical,1,1,42,1
S,M,51111,0,0,Partial High School,Skilled Manual,0,1,26,1
S,M,61076,0,0,Partial High School,Skilled Manual,0,1,24,1
M,F,59748,2,1,Bachelors,Skilled Manual,1,0,59,1
S,F,61720,0,0,Partial College,Skilled Manual,0,1,29,1
M,M,83761,2,1,Bachelors,Clerical,1,1,39,1
S,M,52704,0,0,Partial High School,Skilled Manual,0,2,30,1
M,F,28602,2,1,Bachelors,Manual,0,0,42,1
M,M,26546,0,0,Bachelors,Manual,0,1,24,1
M,F,55768,1,1,Bachelors,Skilled Manual,1,0,41,1
M,F,58818,2,1,Bachelors,Skilled Manual,1,1,63,1
S,F,57424,0,0,Partial College,Skilled Manual,0,0,28,1
S,F,28695,0,0,Partial College,Manual,0,1,28,1
M,F,104686,2,0,Bachelors,Management,1,3,47,1
M,M,58361,2,1,Partial College,Skilled Manual,1,1,49,1
M,M,79667,1,1,Graduate Degree,Clerical,1,1,36,1
M,M,78711,2,1,Partial College,Clerical,1,3,52,1
S,M,55783,0,0,Partial High School,Skilled Manual,0,2,34,1
M,F,58360,2,1,High School,Skilled Manual,1,1,61,1
S,M,81459,0,0,Bachelors,Clerical,0,2,39,1
S,M,108175,0,0,Graduate Degree,Management,1,1,37,1
S,M,34278,0,0,Partial High School,Manual,0,0,32,1
M,M,36453,2,1,Partial College,Manual,1,1,47,1
S,F,53621,0,0,Bachelors,Skilled Manual,0,1,46,1
S,M,86649,0,0,Partial College,Clerical,0,0,40,1
S,F,135697,0,0,Bachelors,Professional,1,3,37,1
M,M,85360,2,1,Bachelors,Clerical,1,3,58,1
S,F,80172,1,1,Bachelors,Clerical,1,2,65,1
M,M,61068,2,0,Graduate Degree,Skilled Manual,1,0,69,1
M,M,56409,2,2,Graduate Degree,Skilled Manual,0,1,34,1
M,M,103546,2,0,Partial College,Management,1,3,64,1
S,M,104952,0,0,Partial College,Management,1,3,38,1
M,F,86396,0,0,Partial College,Clerical,0,0,29,1
S,F,80986,1,0,Partial College,Clerical,1,1,63,1
M,M,33496,2,1,Bachelors,Manual,0,1,35,1
M,M,56416,2,1,Graduate Degree,Skilled Manual,1,0,42,1
S,M,55486,1,1,Partial College,Skilled Manual,1,1,59,1
M,F,54922,1,0,Partial College,Skilled Manual,0,0,33,1
M,M,84108,2,1,Bachelors,Clerical,1,3,46,1
S,M,31008,0,0,Bachelors,Manual,0,1,42,1
M,M,82265,2,2,Partial College,Clerical,1,1,49,1
M,M,27811,2,0,Partial College,Manual,1,0,44,1
S,F,51996,0,0,Partial High School,Skilled Manual,1,0,49,1
M,M,109005,2,2,Bachelors,Management,1,1,34,1
S,F,57281,0,0,Bachelors,Skilled Manual,0,1,42,1
S,F,129659,0,0,Graduate Degree,Professional,1,2,36,1
M,M,138225,1,0,Graduate Degree,Professional,1,1,35,1
S,F,85033,0,0,High School,Clerical,1,2,56,1
S,M,107411,0,0,Partial College,Management,0,0,32,1
S,F,77963,1,0,Bachelors,Clerical,1,1,58,1
S,F,52450,1,1,Bachelors,Skilled Manual,1,2,59,1
M,F,137914,2,1,Graduate Degree,Professional,1,3,67,1
M,M,77458,2,0,Partial College,Clerical,1,1,45,1
S,M,32194,0,0,High School,Manual,0,1,36,1
S,M,83799,1,1,Partial College,Clerical,1,2,64,1
M,M,105998,3,0,Graduate Degree,Management,1,2,69,1
S,M,107093,0,0,Bachelors,Management,1,1,47,1
S,F,83647,0,0,Partial College,Clerical,1,2,47,1
S,F,111322,0,0,Partial College,Management,1,2,48,1
S,M,31731,0,0,High School,Manual,0,0,32,1
M,F,30733,2,0,Partial College,Manual,1,0,54,1
M,F,80413,2,1,Partial College,Clerical,1,2,37,1
M,F,86570,2,1,Partial College,Clerical,1,1,52,1
M,M,135678,2,1,Bachelors,Professional,1,3,42,1
S,M,87057,0,0,Partial College,Clerical,0,3,40,1
S,F,51839,0,0,Partial College,Skilled Manual,0,1,35,1
M,F,82047,2,1,Bachelors,Clerical,1,0,44,1
M,M,57556,2,1,Graduate Degree,Skilled Manual,1,0,70,1
S,F,58944,0,0,High School,Skilled Manual,0,1,26,1
M,M,32794,1,1,Graduate Degree,Manual,0,0,39,1
M,M,111677,0,0,Graduate Degree,Management,1,2,32,1
S,F,33778,0,0,Partial High School,Manual,0,1,27,1
S,M,56854,1,1,Graduate Degree,Skilled Manual,1,2,71,1
M,M,107922,2,2,Partial College,Management,1,3,53,1
S,M,105893,0,0,Bachelors,Management,0,2,30,1
M,M,52721,2,1,Graduate Degree,Skilled Manual,1,2,52,1
S,F,36185,0,0,Partial High School,Manual,0,1,28,1
S,M,55464,0,0,Graduate Degree,Skilled Manual,0,0,33,1
M,M,133063,2,1,Graduate Degree,Professional,1,2,43,1
M,M,56089,1,1,Bachelors,Skilled Manual,1,2,42,1
S,F,81814,0,0,Partial College,Clerical,0,0,27,1
S,F,76906,0,0,Partial College,Clerical,0,2,38,1
S,F,77411,0,0,Bachelors,Clerical,1,1,47,1
S,M,33870,0,0,High School,Manual,0,1,51,1
M,F,56173,2,0,Partial College,Skilled Manual,1,0,43,1
S,M,137418,0,0,Graduate Degree,Professional,1,1,41,1
M,M,87465,2,0,Partial College,Clerical,1,3,54,1
M,F,25748,1,0,Partial College,Manual,1,0,44,1
M,M,54509,1,1,Graduate Degree,Skilled Manual,0,2,34,1
S,M,82385,0,0,Partial College,Clerical,0,1,31,1
M,M,26415,2,1,Bachelors,Manual,1,0,42,1
S,M,80381,0,0,Bachelors,Clerical,1,2,42,1
M,M,78735,1,0,Partial College,Clerical,1,3,43,1
M,F,111331,2,0,Partial College,Management,1,2,43,1
S,F,107552,0,0,Bachelors,Management,0,3,36,1
M,F,109345,2,1,Partial College,Management,1,0,42,1
M,F,50942,0,0,Partial High School,Skilled Manual,0,0,31,1
S,M,77365,0,0,High School,Clerical,1,3,49,1
S,F,34860,0,0,Partial College,Manual,0,1,41,1
M,M,54317,2,2,Partial College,Skilled Manual,0,1,37,1
M,F,129136,3,0,Bachelors,Professional,1,3,80,1
S,F,81859,0,0,Graduate Degree,Clerical,0,0,33,1
S,F,80516,0,0,High School,Clerical,1,0,48,1
S,M,108344,0,0,Partial College,Management,0,3,33,1
S,M,111100,0,0,Bachelors,Management,0,3,36,1
S,F,29812,0,0,Graduate Degree,Manual,0,0,39,1
S,F,31986,0,0,Partial College,Manual,0,1,27,1
M,M,109155,0,0,Graduate Degree,Management,1,2,39,1
M,M,58086,2,0,Bachelors,Skilled Manual,1,0,39,1
M,M,56853,2,1,Bachelors,Skilled Manual,1,1,58,1
M,M,56236,2,0,Bachelors,Skilled Manual,1,1,62,1
M,M,31543,2,0,Partial High School,Manual,1,1,58,1
S,M,87408,0,0,High School,Clerical,1,2,49,1
M,M,132290,2,0,Graduate Degree,Professional,1,0,51,1
M,M,112598,2,1,Bachelors,Management,1,0,62,1
M,M,60350,2,1,Graduate Degree,Skilled Manual,1,1,52,1
S,M,80297,0,0,Partial College,Clerical,1,1,49,1
